title,travel_code,product_key,price,start_date,end_date,lower_bound,upper_bound
波蘭、立陶宛、拉脫維亞、愛沙尼亞、俄羅斯１３天,395,VDR0000001914,142900,2020-07-29,2020-08-10,26,26
波蘭、立陶宛、拉脫維亞、愛沙尼亞、俄羅斯１３天,395,VDR0000001914,142900,2020-08-05,2020-08-17,26,26
波蘭、立陶宛、拉脫維亞、愛沙尼亞、俄羅斯１３天,395,VDR0000001914,142900,2020-08-12,2020-08-24,26,26
波蘭、立陶宛、拉脫維亞、愛沙尼亞、俄羅斯１３天,395,VDR0000001914,142900,2020-08-19,2020-08-31,26,26
波蘭、立陶宛、拉脫維亞、愛沙尼亞、俄羅斯１３天,395,VDR0000001914,142900,2020-08-26,2020-09-07,26,26
波蘭、立陶宛、拉脫維亞、愛沙尼亞、俄羅斯１３天,395,VDR0000001914,139900,2020-09-09,2020-09-21,26,26
波蘭、立陶宛、拉脫維亞、愛沙尼亞、俄羅斯１３天,395,VDR0000001914,139900,2020-09-16,2020-09-28,26,26
波蘭、立陶宛、拉脫維亞、愛沙尼亞、俄羅斯１３天,395,VDR0000001914,139900,2020-09-23,2020-10-05,26,26
波蘭、立陶宛、拉脫維亞、愛沙尼亞、俄羅斯１３天,395,VDR0000001914,139900,2020-09-30,2020-10-12,26,26
波蘭、立陶宛、拉脫維亞、愛沙尼亞、俄羅斯１３天,395,VDR0000001914,139900,2020-10-07,2020-10-19,26,26
波蘭、立陶宛、拉脫維亞、愛沙尼亞、俄羅斯１３天,395,VDR0000001914,139900,2020-10-14,2020-10-26,26,26
【賺很大】波羅地海三小國、俄羅斯、五晚市區飯店、特色風味餐8品11日,395,VDR0000001925,99900,2020-04-05,2020-04-15,16,25
波蘭.波羅的海三小國 (立陶宛、拉脫維亞、愛沙維亞)10天,395,VDR0000001925,75900,2020-04-08,2020-04-17,16,27
【旗艦典藏】俄羅斯、波蘭、波羅的海三國、經典饗宴14品、六晚五星13日,395,VDR0000001925,129900,2020-04-09,2020-04-21,16,25
【賺很大】波羅地海三小國、俄羅斯、五晚市區飯店、特色風味餐8品11日,395,VDR0000001925,99900,2020-04-19,2020-04-29,16,25
波蘭.波羅的海三小國 (立陶宛、拉脫維亞、愛沙維亞)10天,395,VDR0000001925,75900,2020-04-22,2020-05-01,16,27
【旗艦典藏】俄羅斯、波蘭、波羅的海三國、經典饗宴14品、六晚五星13日,395,VDR0000001925,129900,2020-04-23,2020-05-05,16,25
【賺很大】波羅地海三小國、俄羅斯、五晚市區飯店、特色風味餐8品11日,395,VDR0000001925,104900,2020-05-03,2020-05-13,16,25
【公主遊輪】星空公主號～北歐波羅的海vs璀璨聖彼德堡15日,395,VDR0000001925,181000,2020-05-04,2020-05-18,16,20
波蘭.波羅的海三小國 (立陶宛、拉脫維亞、愛沙維亞)10天,395,VDR0000001925,75900,2020-05-06,2020-05-15,16,27
【旗艦典藏】俄羅斯、波蘭、波羅的海三國、經典饗宴14品、六晚五星13日,395,VDR0000001925,131900,2020-05-07,2020-05-19,16,25
【公主遊輪】星空公主號～北歐波羅的海vs璀璨聖彼德堡15日,395,VDR0000001925,181000,2020-05-15,2020-05-29,16,20
【賺很大】波羅地海三小國、俄羅斯、五晚市區飯店、特色風味餐8品11日,395,VDR0000001925,106900,2020-05-17,2020-05-27,16,25
【旗艦典藏】俄羅斯、波蘭、波羅的海三國、經典饗宴14品、六晚五星13日,395,VDR0000001925,135900,2020-05-21,2020-06-02,16,25
【公主遊輪】星空公主號～北歐波羅的海vs璀璨聖彼德堡15日,395,VDR0000001925,183000,2020-05-26,2020-06-09,16,20
【賺很大】波羅地海三小國、俄羅斯、五晚市區飯店、特色風味餐8品11日,395,VDR0000001925,106900,2020-05-31,2020-06-10,16,25
波蘭.波羅的海三小國 (立陶宛、拉脫維亞、愛沙維亞)10天,395,VDR0000001925,75900,2020-06-03,2020-06-12,16,27
【公主遊輪】星空公主號～北歐波羅的海vs璀璨聖彼德堡15日,395,VDR0000001925,183000,2020-06-06,2020-06-20,16,20
【賺很大】波羅地海三小國、俄羅斯、五晚市區飯店、特色風味餐8品11日,395,VDR0000001925,107900,2020-06-07,2020-06-17,16,25
【旗艦典藏】俄羅斯、波蘭、波羅的海三國、經典饗宴14品、六晚五星13日,395,VDR0000001925,140900,2020-06-11,2020-06-23,16,25
【賺很大】波羅地海三小國、俄羅斯、五晚市區飯店、特色風味餐8品11日,395,VDR0000001925,107900,2020-06-14,2020-06-24,16,25
【公主遊輪】星空公主號～北歐波羅的海vs璀璨聖彼德堡15日,395,VDR0000001925,183000,2020-06-17,2020-07-01,16,20
【旗艦典藏】俄羅斯、波蘭、波羅的海三國、經典饗宴14品、六晚五星13日,395,VDR0000001925,137900,2020-06-25,2020-07-07,16,25
【旗艦典藏】波波俄、兩段高速列車、七晚五星、集中營鹽礦、經典饗宴14日,395,VDR0000001925,142900,2020-06-27,2020-07-10,16,27
【賺很大】波羅地海三小國、俄羅斯、五晚市區飯店、特色風味餐8品11日,395,VDR0000001925,107900,2020-06-28,2020-07-08,16,25
【賺很大】波羅地海三小國、俄羅斯、五晚市區飯店、特色風味餐8品11日,395,VDR0000001925,110900,2020-07-05,2020-07-15,16,25
【旗艦典藏】俄羅斯、波蘭、波羅的海三國、經典饗宴14品、六晚五星13日,395,VDR0000001925,137900,2020-07-09,2020-07-21,16,25
【賺很大】波羅地海三小國、俄羅斯、五晚市區飯店、特色風味餐8品11日,395,VDR0000001925,110900,2020-07-12,2020-07-22,16,25
【賺很大】波羅地海三小國、俄羅斯、五晚市區飯店、特色風味餐8品11日,395,VDR0000001925,110900,2020-07-19,2020-07-29,16,25
【公主遊輪】星空公主號～北歐波羅的海vs璀璨聖彼德堡15日,395,VDR0000001925,189000,2020-07-20,2020-08-03,16,20
【旗艦典藏】俄羅斯、波蘭、波羅的海三國、經典饗宴14品、六晚五星13日,395,VDR0000001925,136900,2020-07-23,2020-08-04,16,25
【賺很大】波羅地海三小國、俄羅斯、五晚市區飯店、特色風味餐8品11日,395,VDR0000001925,107900,2020-07-26,2020-08-05,16,25
【旗艦典藏】俄羅斯、波蘭、波羅的海三國、經典饗宴14品、六晚五星13日,395,VDR0000001925,136900,2020-07-30,2020-08-11,16,25
【公主遊輪】星空公主號～北歐波羅的海vs璀璨聖彼德堡15日,395,VDR0000001925,192000,2020-07-31,2020-08-14,16,20
【賺很大】波羅地海三小國、俄羅斯、五晚市區飯店、特色風味餐8品11日,395,VDR0000001925,107900,2020-08-02,2020-08-12,16,25
【旗艦典藏】俄羅斯、波蘭、波羅的海三國、經典饗宴14品、六晚五星13日,395,VDR0000001925,136900,2020-08-06,2020-08-18,16,25
【旗艦典藏】波波俄、兩段高速列車、七晚五星、集中營鹽礦、經典饗宴14日,395,VDR0000001925,142900,2020-08-09,2020-08-22,16,27
【公主遊輪】星空公主號～北歐波羅的海vs璀璨聖彼德堡15日,395,VDR0000001925,198000,2020-08-11,2020-08-25,16,20
【旗艦典藏】俄羅斯、波蘭、波羅的海三國、經典饗宴14品、六晚五星13日,395,VDR0000001925,136900,2020-08-13,2020-08-25,16,25
【賺很大】波羅地海三小國、俄羅斯、五晚市區飯店、特色風味餐8品11日,395,VDR0000001925,107900,2020-08-16,2020-08-26,16,25
【旗艦典藏】俄羅斯、波蘭、波羅的海三國、經典饗宴14品、六晚五星13日,395,VDR0000001925,136900,2020-08-20,2020-09-01,16,25
【公主遊輪】星空公主號～北歐波羅的海vs璀璨聖彼德堡15日,395,VDR0000001925,198000,2020-08-22,2020-09-05,16,20
【賺很大】波羅地海三小國、俄羅斯、五晚市區飯店、特色風味餐8品11日,395,VDR0000001925,107900,2020-08-23,2020-09-02,16,25
【旗艦典藏】俄羅斯、波蘭、波羅的海三國、經典饗宴14品、六晚五星13日,395,VDR0000001925,136900,2020-08-27,2020-09-08,16,25
【賺很大】波羅地海三小國、俄羅斯、五晚市區飯店、特色風味餐8品11日,395,VDR0000001925,107900,2020-08-30,2020-09-09,16,25
【旗艦典藏】俄羅斯、波蘭、波羅的海三國、經典饗宴14品、六晚五星13日,395,VDR0000001925,136900,2020-09-03,2020-09-15,16,25
【賺很大】波羅地海三小國、俄羅斯、五晚市區飯店、特色風味餐8品11日,395,VDR0000001925,107900,2020-09-06,2020-09-16,16,25
【賺很大】波羅地海三小國、俄羅斯、五晚市區飯店、特色風味餐8品11日,395,VDR0000001925,104900,2020-09-13,2020-09-23,16,25
【旗艦典藏】俄羅斯、波蘭、波羅的海三國、經典饗宴14品、六晚五星13日,395,VDR0000001925,133900,2020-09-17,2020-09-29,16,25
【賺很大】波羅地海三小國、俄羅斯、五晚市區飯店、特色風味餐8品11日,395,VDR0000001925,104900,2020-09-20,2020-09-30,16,25
【賺很大】波羅地海三小國、俄羅斯、五晚市區飯店、特色風味餐8品11日,395,VDR0000001925,104900,2020-09-27,2020-10-07,16,25
【旗艦典藏】俄羅斯、波蘭、波羅的海三國、經典饗宴14品、六晚五星13日,395,VDR0000001925,134900,2020-10-01,2020-10-13,16,25
【賺很大】波羅地海三小國、俄羅斯、五晚市區飯店、特色風味餐8品11日,395,VDR0000001925,99900,2020-10-04,2020-10-14,16,25
【旗艦典藏】俄羅斯、波蘭、波羅的海三國、經典饗宴14品、六晚五星13日,395,VDR0000001925,129900,2020-10-08,2020-10-20,16,25
【旗艦典藏】俄羅斯、波蘭、波羅的海三國、經典饗宴14品、六晚五星13日,395,VDR0000001925,134900,2020-10-15,2020-10-27,16,25
【典藏歐洲】北歐~芬芬崛起 波羅的海四國11天,395,VDR0000002730,49300,2020-03-09,2020-03-19,32,32
【典藏歐洲】北歐~芬芬崛起 波羅的海四國11天,395,VDR0000002730,49300,2020-03-16,2020-03-26,32,32
波羅的海三小國+北歐4國全覽10日,395,VDR0000002730,49600,2020-04-03,2020-04-12,32,32
波羅的海三小國+北歐4國全覽10日,395,VDR0000002730,49600,2020-04-14,2020-04-23,32,32
波羅的海三小國+北歐4國全覽10日,395,VDR0000002730,49600,2020-04-21,2020-04-30,32,32
波羅的海三小國+北歐4國全覽10日,395,VDR0000002730,49600,2020-05-03,2020-05-12,32,32
波羅的海三小國+北歐4國全覽10日,395,VDR0000002730,49600,2020-05-12,2020-05-21,32,32
波羅的海三小國+北歐4國全覽10日,395,VDR0000002730,49600,2020-05-19,2020-05-28,32,32
波羅的海三小國+北歐4國全覽10日,395,VDR0000002730,49600,2020-05-24,2020-06-02,32,32
波羅的海三小國+北歐4國全覽10日,395,VDR0000002730,59600,2020-07-05,2020-07-14,32,32
波羅的海三小國+北歐4國全覽10日,395,VDR0000002730,59600,2020-07-19,2020-07-28,32,32
波羅的海三小國+北歐4國全覽10日,395,VDR0000002730,59600,2020-08-30,2020-09-08,32,32
波羅的海三小國+北歐4國全覽10日,395,VDR0000002730,59600,2020-09-06,2020-09-15,32,32
【巨匠旅遊】琥珀之路 俄羅斯‧波羅的海三小國10天,395,VDR0000003336,92900,2020-03-13,2020-03-22,16,27
【巨匠旅遊】琥珀之路 俄羅斯‧波羅的海三小國10天,395,VDR0000003336,95900,2020-03-27,2020-04-05,16,27
【巨匠旅遊】巧遊五國 俄羅斯‧波蘭‧波羅的海三小國 拉赫馬國家公園13天,395,VDR0000003336,120888,2020-04-06,2020-04-18,16,27
【巨匠旅遊】巧遊五國 俄羅斯‧波蘭‧波羅的海三小國 拉赫馬國家公園13天,395,VDR0000003336,120888,2020-04-13,2020-04-25,16,27
【巨匠旅遊】巧遊五國 俄羅斯‧波蘭‧波羅的海三小國 拉赫馬國家公園13天,395,VDR0000003336,120888,2020-04-20,2020-05-02,16,27
【巨匠旅遊】愛你啦 TREETOP 波羅的海三小國 薩拉馬島 10天(當天抵達),395,VDR0000003336,82888,2020-04-22,2020-05-01,16,33
【巨匠旅遊】巧遊五國 俄羅斯‧波蘭‧波羅的海三小國 拉赫馬國家公園13天,395,VDR0000003336,118888,2020-04-27,2020-05-09,16,27
【巨匠旅遊】愛你啦 TREETOP 波羅的海三小國 薩拉馬島 10天(當天抵達),395,VDR0000003336,84888,2020-04-29,2020-05-08,16,33
【巨匠旅遊】嗷遊波波 波蘭‧波羅的海三小國 扭扭屋 13天,395,VDR0000003336,107888,2020-05-04,2020-05-16,16,27
【巨匠旅遊】愛你啦 TREETOP 波羅的海三小國 薩拉馬島 10天(當天抵達),395,VDR0000003336,95888,2020-05-06,2020-05-15,16,33
【巨匠旅遊】嗷遊波波 波蘭‧波羅的海三小國 扭扭屋 13天,395,VDR0000003336,107888,2020-05-11,2020-05-23,16,27
【巨匠旅遊】愛你啦 TREETOP 波羅的海三小國 薩拉馬島 10天(當天抵達),395,VDR0000003336,95888,2020-05-13,2020-05-22,16,33
【巨匠旅遊】嗷遊波波 波蘭‧波羅的海三小國 扭扭屋 13天,395,VDR0000003336,107888,2020-05-18,2020-05-30,16,27
【巨匠旅遊】愛你啦 TREETOP 波羅的海三小國 薩拉馬島 10天(當天抵達),395,VDR0000003336,95888,2020-05-20,2020-05-29,16,33
【巨匠旅遊】嗷遊波波 波蘭‧波羅的海三小國 扭扭屋 13天,395,VDR0000003336,107888,2020-05-25,2020-06-06,16,27
【巨匠旅遊】愛你啦 TREETOP 波羅的海三小國 薩拉馬島 10天(當天抵達),395,VDR0000003336,95888,2020-05-27,2020-06-05,16,33
【巨匠旅遊】嗷遊波波 波蘭‧波羅的海三小國 扭扭屋 13天,395,VDR0000003336,110888,2020-06-01,2020-06-13,16,27
【巨匠旅遊】嗷遊波波 波蘭‧波羅的海三小國 扭扭屋 13天,395,VDR0000003336,110888,2020-06-08,2020-06-20,16,27
【巨匠旅遊】嗷遊波波 波蘭‧波羅的海三小國 扭扭屋 13天,395,VDR0000003336,110888,2020-06-10,2020-06-22,16,27
【巨匠旅遊】嗷遊波波 波蘭‧波羅的海三小國 扭扭屋 13天,395,VDR0000003336,110888,2020-06-15,2020-06-27,16,27
【巨匠旅遊】嗷遊波波 波蘭‧波羅的海三小國 扭扭屋 13天,395,VDR0000003336,110888,2020-06-18,2020-06-30,16,27
【巨匠旅遊】嗷遊波波 波蘭‧波羅的海三小國 扭扭屋 13天,395,VDR0000003336,111888,2020-06-22,2020-07-04,16,27
【巨匠旅遊】嗷遊波波 波蘭‧波羅的海三小國 扭扭屋 13天,395,VDR0000003336,110888,2020-06-29,2020-07-11,16,27
【巨匠旅遊】嗷遊波波 波蘭‧波羅的海三小國 扭扭屋 13天,395,VDR0000003336,112888,2020-07-06,2020-07-18,16,27
【巨匠旅遊】嗷遊波波 波蘭‧波羅的海三小國 扭扭屋 13天,395,VDR0000003336,112888,2020-07-13,2020-07-25,16,27
【巨匠旅遊】嗷遊波波 波蘭‧波羅的海三小國 扭扭屋 13天,395,VDR0000003336,112888,2020-07-20,2020-08-01,16,27
【巨匠旅遊】嗷遊波波 波蘭‧波羅的海三小國 扭扭屋 13天,395,VDR0000003336,112888,2020-07-27,2020-08-08,16,27
【巨匠旅遊】嗷遊波波 波蘭‧波羅的海三小國 扭扭屋 13天,395,VDR0000003336,112888,2020-07-31,2020-08-12,16,27
【巨匠旅遊】嗷遊波波 波蘭‧波羅的海三小國 扭扭屋 13天,395,VDR0000003336,112888,2020-08-03,2020-08-15,16,27
【巨匠旅遊】巧遊五國 俄羅斯‧波蘭‧波羅的海三小國 拉赫馬國家公園13天,395,VDR0000003336,127888,2020-08-07,2020-08-19,16,27
【巨匠旅遊】嗷遊波波 波蘭‧波羅的海三小國 扭扭屋 13天,395,VDR0000003336,112888,2020-08-10,2020-08-22,16,27
【巨匠旅遊】嗷遊波波 波蘭‧波羅的海三小國 扭扭屋 13天,395,VDR0000003336,112888,2020-08-17,2020-08-29,16,27
【巨匠旅遊】嗷遊波波 波蘭‧波羅的海三小國 扭扭屋 13天,395,VDR0000003336,112888,2020-08-24,2020-09-05,16,27
【巨匠旅遊】嗷遊波波 波蘭‧波羅的海三小國 扭扭屋 13天,395,VDR0000003336,112888,2020-08-31,2020-09-12,16,27
【北歐六國】索格納峽灣 經典12天(桃園去松山回),395,VDR0000004620,74100,2020-03-11,2020-03-22,16,35
【北歐六國】索格納峽灣 經典12天(桃園去松山回),395,VDR0000004620,74100,2020-03-18,2020-03-29,16,35
【俄羅斯.波羅的海三小國.波蘭】五國13天,395,VDR0000004620,108700,2020-04-07,2020-04-19,16,28
【北歐六國】索格納峽灣 經典12天(桃園去松山回),395,VDR0000004620,79100,2020-04-08,2020-04-19,16,35
【北歐六國】索格納峽灣 經典12天(桃園去松山回),395,VDR0000004620,74100,2020-04-13,2020-04-24,16,35
【俄羅斯.波羅的海三小國.波蘭】五國13天,395,VDR0000004620,108700,2020-04-14,2020-04-26,16,28
【北歐六國】索格納峽灣 經典12天(桃園去松山回),395,VDR0000004620,79100,2020-04-15,2020-04-26,16,35
【俄羅斯.波羅的海三小國.波蘭】五國13天,395,VDR0000004620,114700,2020-05-19,2020-05-31,16,28
【俄羅斯.波羅的海三小國.波蘭】五國13天,395,VDR0000004620,114700,2020-06-02,2020-06-14,16,28
【俄羅斯.波羅的海三小國.波蘭】五國13天,395,VDR0000004620,118700,2020-06-16,2020-06-28,16,28
【俄羅斯.波羅的海三小國.波蘭】五國13天,395,VDR0000004620,118700,2020-07-07,2020-07-19,16,28
【俄羅斯.波羅的海三小國.波蘭】五國13天,395,VDR0000004620,118700,2020-07-14,2020-07-26,16,28
【俄羅斯.波羅的海三小國.波蘭】五國13天,395,VDR0000004620,118700,2020-07-21,2020-08-02,16,28
【俄羅斯.波羅的海三小國.波蘭】五國13天,395,VDR0000004620,118700,2020-07-28,2020-08-09,16,28
【俄羅斯.波羅的海三小國.波蘭】五國13天,395,VDR0000004620,118700,2020-08-04,2020-08-16,16,28
【俄羅斯.波羅的海三小國.波蘭】五國13天,395,VDR0000004620,118700,2020-08-11,2020-08-23,16,28
【俄羅斯.波羅的海三小國.波蘭】五國13天,395,VDR0000004620,118700,2020-08-18,2020-08-30,16,28
【俄羅斯.波羅的海三小國.波蘭】五國13天,395,VDR0000004620,118700,2020-08-25,2020-09-06,16,28
【北歐波羅的海】暢遊五國、雙遊輪、全程無購物十日,395,VDR0000005675,44900,2020-03-10,2020-03-19,32,32
【北歐波羅的海】暢遊五國、雙遊輪、全程無購物八日,395,VDR0000005675,42900,2020-03-13,2020-03-20,32,32
【北歐波羅的海】暢遊五國、雙遊輪、全程無購物十日,395,VDR0000005675,44300,2020-03-17,2020-03-26,32,32
【北歐波羅的海】暢遊五國、雙遊輪、全程無購物八日,395,VDR0000005675,42900,2020-03-20,2020-03-27,32,32
【北歐波羅的海】暢遊五國、雙遊輪、全程無購物十日,395,VDR0000005675,44900,2020-03-24,2020-04-02,32,32
【北歐波羅的海】暢遊五國、雙遊輪、全程無購物八日,395,VDR0000005675,49900,2020-03-27,2020-04-03,32,32
【璀璨俄羅斯】北歐波羅的海聖彼德堡四國精彩十日,395,VDR0000005675,67900,2020-04-05,2020-04-14,32,32
【北歐波羅的海】暢遊五國、雙遊輪、全程無購物八日,395,VDR0000005675,49300,2020-04-07,2020-04-14,32,32
【璀璨俄羅斯】北歐波羅的海聖彼德堡四國精彩十日,395,VDR0000005675,67900,2020-04-12,2020-04-21,32,32
【北歐波羅的海】暢遊五國、雙遊輪、全程無購物八日,395,VDR0000005675,49300,2020-04-21,2020-04-28,32,32
【璀璨俄羅斯】北歐波羅的海聖彼德堡四國精彩十日,395,VDR0000005675,67900,2020-04-26,2020-05-05,32,32
【北歐波羅的海】暢遊五國、雙遊輪、全程無購物八日,395,VDR0000005675,49300,2020-05-08,2020-05-15,32,32
【璀璨俄羅斯】北歐波羅的海聖彼德堡四國精彩十日,395,VDR0000005675,67900,2020-05-10,2020-05-19,32,32
【璀璨俄羅斯】北歐波羅的海聖彼德堡四國精彩十日,395,VDR0000005675,67900,2020-05-17,2020-05-26,32,32
【璀璨俄羅斯】北歐波羅的海聖彼德堡四國精彩十日,395,VDR0000005675,67900,2020-05-19,2020-05-28,32,32
【北歐波羅的海】暢遊五國、雙遊輪、全程無購物八日,395,VDR0000005675,49300,2020-05-22,2020-05-29,32,32
【璀璨俄羅斯】北歐波羅的海聖彼德堡四國精彩十日,395,VDR0000005675,67900,2020-05-24,2020-06-02,32,32
【北歐波羅的海】暢遊五國、雙遊輪、全程無購物八日,395,VDR0000005675,49300,2020-05-29,2020-06-05,32,32
【北歐波羅的海】暢遊五國、雙遊輪、全程無購物八日,395,VDR0000005675,53300,2020-06-18,2020-06-25,32,32
【北歐波羅的海】暢遊五國、雙遊輪、全程無購物八日,395,VDR0000005675,59300,2020-06-26,2020-07-03,32,32
【北歐波羅的海】暢遊五國、雙遊輪、全程無購物八日,395,VDR0000005675,59300,2020-07-03,2020-07-10,32,32
【北歐波羅的海】暢遊五國、雙遊輪、全程無購物八日,395,VDR0000005675,59300,2020-07-31,2020-08-07,32,32
【北歐波羅的海】暢遊五國、雙遊輪、全程無購物八日,395,VDR0000005675,59300,2020-08-14,2020-08-21,32,32
【北歐波羅的海】暢遊五國、雙遊輪、全程無購物八日,395,VDR0000005675,59300,2020-08-28,2020-09-04,32,32
【北歐波羅的海】暢遊五國、雙遊輪、全程無購物八日,395,VDR0000005675,59300,2020-09-11,2020-09-18,32,32
【北歐波羅的海】暢遊五國、雙遊輪、全程無購物八日,395,VDR0000005675,47300,2020-10-16,2020-10-23,32,32
【北歐波羅的海】暢遊五國、雙遊輪、全程無購物八日,395,VDR0000005675,44300,2020-11-06,2020-11-13,32,32
【北歐波羅的海】暢遊五國、雙遊輪、全程無購物八日,395,VDR0000005675,44300,2020-11-13,2020-11-20,32,32
【北歐波羅的海】暢遊五國、雙遊輪、全程無購物八日,395,VDR0000005675,44300,2020-11-20,2020-11-27,32,32
【北歐波羅的海】暢遊五國、雙遊輪、全程無購物八日,395,VDR0000005675,44300,2020-11-27,2020-12-04,32,32
【北歐波羅的海】暢遊五國、雙遊輪、全程無購物八日,395,VDR0000005675,44300,2020-12-04,2020-12-11,32,32
【北歐波羅的海】暢遊五國、雙遊輪、全程無購物八日,395,VDR0000005675,44300,2020-12-11,2020-12-18,32,32
【北歐波羅的海】暢遊五國、雙遊輪、全程無購物八日,395,VDR0000005675,47300,2020-12-18,2020-12-25,32,32
【北歐波羅的海】暢遊五國、雙遊輪、全程無購物八日,395,VDR0000005675,44300,2020-12-25,2021-01-01,32,32
【北歐波羅的海】暢遊五國、雙遊輪、全程無購物八日,395,VDR0000005675,44300,2021-01-01,2021-01-08,32,32
【北歐波羅的海】暢遊五國、雙遊輪、全程無購物八日,395,VDR0000005675,44300,2021-01-08,2021-01-15,32,32
【北歐波羅的海】暢遊五國、雙遊輪、全程無購物八日,395,VDR0000005675,44300,2021-01-15,2021-01-22,32,32
【北歐波羅的海】暢遊五國、雙遊輪、全程無購物八日,395,VDR0000005675,44300,2021-01-22,2021-01-29,32,32
【北歐波羅的海】暢遊五國、雙遊輪、全程無購物八日,395,VDR0000005675,59300,2021-02-05,2021-02-12,32,32
【北歐波羅的海】暢遊五國、雙遊輪、全程無購物八日,395,VDR0000005675,59300,2021-02-12,2021-02-19,32,32
UNI 北歐+波羅的海六國維京傳奇 峽灣遊船 北海美景12天,395,VDR0000007686,79100,2020-03-09,2020-03-20,15,32
UNI 北歐+波羅的海六國維京傳奇 峽灣遊船 北海美景12天,395,VDR0000007686,79100,2020-03-16,2020-03-27,15,32
UNI 北歐+波羅的海六國維京傳奇 峽灣遊船 北海美景12天,395,VDR0000007686,79100,2020-03-23,2020-04-03,15,32
【UNI假期】波羅的海三國+俄羅斯雙城小金環驚艷11天SU,395,VDR0000007686,104100,2020-04-01,2020-04-11,16,32
【UNI假期】波羅的海三國+俄羅斯雙城小金環驚艷11天SU,395,VDR0000007686,104100,2020-04-05,2020-04-15,16,32
【UNI假期】波羅的海三國+俄羅斯雙城小金環驚艷11天SU,395,VDR0000007686,99100,2020-04-08,2020-04-18,16,32
【UNI假期】舞動奇蹟 俄羅斯+波羅地海三國+波蘭13天SU,395,VDR0000007686,119900,2020-04-09,2020-04-21,16,32
【UNI假期】波羅的海三國+俄羅斯雙城小金環驚艷11天SU,395,VDR0000007686,99100,2020-04-12,2020-04-22,16,32
UNI 北歐+波羅的海六國維京傳奇 峽灣遊船 北海美景12天,395,VDR0000007686,81100,2020-04-13,2020-04-24,15,32
【UNI假期】波羅的海三國+俄羅斯雙城小金環驚艷11天SU,395,VDR0000007686,99100,2020-04-15,2020-04-25,16,32
【UNI假期】舞動奇蹟 俄羅斯+波羅地海三國+波蘭13天SU,395,VDR0000007686,119900,2020-04-16,2020-04-28,16,32
【UNI假期】波羅的海三國+俄羅斯雙城小金環驚艷11天SU,395,VDR0000007686,99100,2020-04-19,2020-04-29,16,32
UNI 北歐+波羅的海六國維京傳奇 峽灣遊船 北海美景12天,395,VDR0000007686,82100,2020-04-20,2020-05-01,15,32
【UNI假期】波羅的海三國+俄羅斯雙城小金環驚艷11天SU,395,VDR0000007686,99100,2020-04-22,2020-05-02,16,32
【UNI假期】舞動奇蹟 俄羅斯+波羅地海三國+波蘭13天SU,395,VDR0000007686,119900,2020-04-23,2020-05-05,16,32
【UNI假期】波羅的海三國+俄羅斯雙城小金環驚艷11天SU,395,VDR0000007686,99100,2020-04-26,2020-05-06,16,32
UNI 北歐+波羅的海六國維京傳奇 峽灣遊船 北海美景12天,395,VDR0000007686,86100,2020-04-27,2020-05-08,15,32
【UNI假期】波羅的海三國+俄羅斯雙城小金環驚艷11天SU,395,VDR0000007686,99100,2020-04-29,2020-05-09,16,32
【UNI假期】舞動奇蹟 俄羅斯+波羅地海三國+波蘭13天SU,395,VDR0000007686,120900,2020-04-30,2020-05-12,16,32
【UNI假期】波羅的海三國+俄羅斯雙城小金環驚艷11天SU,395,VDR0000007686,99100,2020-05-03,2020-05-13,16,32
UNI 北歐+波羅的海六國維京傳奇 峽灣遊船 北海美景12天,395,VDR0000007686,84100,2020-05-04,2020-05-15,15,32
【UNI假期】波羅的海三國+俄羅斯雙城小金環驚艷11天SU,395,VDR0000007686,104100,2020-05-06,2020-05-16,16,32
【UNI假期】舞動奇蹟 俄羅斯+波羅地海三國+波蘭13天SU,395,VDR0000007686,120900,2020-05-07,2020-05-19,16,32
【UNI假期】波羅的海三國+俄羅斯雙城小金環驚艷11天SU,395,VDR0000007686,104100,2020-05-10,2020-05-20,16,32
UNI 北歐+波羅的海六國維京傳奇 峽灣遊船 北海美景12天,395,VDR0000007686,86100,2020-05-11,2020-05-22,15,32
【UNI假期】波羅的海三國+俄羅斯雙城小金環驚艷11天SU,395,VDR0000007686,104100,2020-05-13,2020-05-23,16,32
【UNI假期】舞動奇蹟 俄羅斯+波羅地海三國+波蘭13天SU,395,VDR0000007686,120900,2020-05-14,2020-05-26,16,32
【UNI假期】波羅的海三國+俄羅斯雙城小金環驚艷11天SU,395,VDR0000007686,106100,2020-05-17,2020-05-27,16,32
UNI 北歐+波羅的海六國維京傳奇 峽灣遊船 北海美景12天,395,VDR0000007686,86100,2020-05-18,2020-05-29,15,32
【UNI假期】波羅的海三國+俄羅斯雙城小金環驚艷11天SU,395,VDR0000007686,106100,2020-05-20,2020-05-30,16,32
【UNI假期】波羅的海三國+俄羅斯雙城小金環驚艷11天SU,395,VDR0000007686,106100,2020-05-24,2020-06-03,16,32
UNI 北歐+波羅的海六國維京傳奇 峽灣遊船 北海美景12天,395,VDR0000007686,86100,2020-05-25,2020-06-05,15,32
【UNI假期】波羅的海三國+俄羅斯雙城小金環驚艷11天SU,395,VDR0000007686,106100,2020-05-27,2020-06-06,16,32
【UNI假期】舞動奇蹟 俄羅斯+波羅地海三國+波蘭13天SU,395,VDR0000007686,122100,2020-05-28,2020-06-09,16,32
